,시장구분,종목코드,종목명,산업분류,현재가.종가.,전일대비,시가총액.원.,일자,관리여부,종가,EPS,PER,BPS,PBR,주당배당금,배당수익률,게시물..일련번호,총카운트
503,코스피,50,경방,유통업,10150,150,2.78E+11,2019-10-30,-,10150,740,13.72,"25,854",0.39,125,1.23,1361,NA
504,코스닥,131970,테스나,IT H/W,40600,-1950,2.78E+11,2019-10-30,-,40600,"2,433",16.69,"11,891",3.41,170,0.42,946,NA
505,코스피,2810,삼영무역,유통업,15750,-350,2.77E+11,2019-10-30,-,15750,"1,650",9.55,"18,952",0.83,300,1.9,1520,NA
506,코스닥,39440,에스티아이,IT H/W,17500,-1400,2.77E+11,2019-10-30,-,17500,"1,328",13.18,"9,558",1.83,250,1.43,293,NA
507,코스닥,82920,비츠로셀,IT H/W,12850,0,2.77E+11,2019-10-30,-,12850,715,17.97,"5,596",2.3,0,0,685,NA
508,코스피,2100,경농,화학,12750,-350,2.77E+11,2019-10-30,-,12750,310,41.13,"8,437",1.51,250,1.96,1486,NA
509,코스닥,15750,성우하이텍,운송장비·부품,3455,-75,2.76E+11,2019-10-30,-,3455,343,10.07,"13,053",0.26,80,2.32,75,NA
510,코스피,9580,무림P&P,종이목재,4425,-95,2.76E+11,2019-10-30,-,4425,"1,119",3.95,"9,889",0.45,250,5.65,1769,NA
511,코스피,31440,신세계푸드,서비스업,70900,-500,2.75E+11,2019-10-30,-,70900,"2,198",32.26,"81,835",0.87,750,1.06,1962,NA
512,코스피,7690,국도화학,화학,47250,-950,2.75E+11,2019-10-30,-,47250,"8,056",5.87,"84,082",0.56,1500,3.17,1720,NA
513,코스닥,60150,인선이엔티,기타서비스,7120,-140,2.73E+11,2019-10-30,-,7120,421,16.91,"4,983",1.43,0,0,504,NA
514,코스닥,53030,바이넥스,제약,8600,-220,2.73E+11,2019-10-30,-,8600,203,42.36,"4,709",1.83,0,0,437,NA
515,코스피,298040,효성중공업,전기전자,29250,-550,2.73E+11,2019-10-30,-,29250,204,143.38,"97,004",0.3,0,0,2236,NA
516,코스닥,251370,와이엠티,화학,36750,-50,2.72E+11,2019-10-30,-,36750,992,37.05,"8,617",4.26,0,0,1219,NA
517,코스피,37710,광주신세계,유통업,170000,-500,2.72E+11,2019-10-30,-,170000,"28,183",6.03,"387,910",0.44,3000,1.76,1998,NA
518,코스닥,102940,코오롱생명과학,제약,23800,500,2.72E+11,2019-10-30,관리종목,23800,-,-,"41,865",0.57,0,0,833,NA
519,코스닥,50890,쏠리드,IT H/W,5200,-50,2.71E+11,2019-10-30,-,5200,246,21.14,"2,177",2.39,0,0,410,NA
520,코스닥,33500,동성화인텍,화학,10050,-400,2.71E+11,2019-10-30,-,10050,-,-,"2,740",3.67,0,0,209,NA
521,코스닥,23160,태광,금속,10150,-50,2.69E+11,2019-10-30,-,10150,388,26.16,"16,001",0.63,75,0.74,119,NA
522,코스닥,238090,앤디포스,비금속,6400,250,2.69E+11,2019-10-30,-,6400,-,-,"2,018",3.17,26,0.41,1192,NA
523,코스닥,34950,한국기업평가,기타서비스,59000,0,2.68E+11,2019-10-30,-,59000,"3,630",16.25,"19,183",3.08,2360,4,219,NA
524,코스닥,225570,넷게임즈,IT S/W & SVC,11100,1100,2.67E+11,2019-10-30,관리종목,11100,-,-,778,14.27,0,0,1164,NA
525,코스닥,189300,인텔리안테크,일반전기전자,35250,-150,2.66E+11,2019-10-30,-,35250,"1,319",26.72,"10,286",3.43,100,0.28,1049,NA
526,코스피,2310,아세아제지,종이목재,29400,-50,2.63E+11,2019-10-30,-,29400,"8,785",3.35,"59,569",0.49,750,2.55,1496,NA
527,코스닥,78600,대주전자재료,IT H/W,18000,400,2.62E+11,2019-10-30,-,18000,27,666.67,"5,376",3.35,0,0,652,NA
528,코스피,3060,에이프로젠제약,의약품,1080,-15,2.61E+11,2019-10-30,-,1080,-,-,"1,152",0.94,0,0,1533,NA
529,코스피,5810,풍산홀딩스,금융업,33300,-400,2.61E+11,2019-10-30,-,33300,"5,394",6.17,"89,766",0.37,1700,5.11,1661,NA
530,코스피,33920,무학,음식료품,9130,-90,2.60E+11,2019-10-30,-,9130,-,-,"17,770",0.51,350,3.83,1975,NA
531,코스닥,86820,바이오솔루션,제약,32350,-1500,2.60E+11,2019-10-30,-,32350,201,160.95,"6,252",5.17,0,0,715,NA
532,코스닥,66700,테라젠이텍스,제약,8400,-60,2.60E+11,2019-10-30,-,8400,-,-,"2,617",3.21,0,0,575,NA
533,코스피,25000,KPX케미칼,화학,53700,0,2.60E+11,2019-10-30,-,53700,"2,325",23.1,"89,874",0.6,2000,3.72,1931,NA
534,코스닥,18290,지엠피,일반전기전자,9540,-10,2.59E+11,2019-10-30,-,9540,276,34.57,"1,965",4.85,0,0,89,NA
535,코스피,1130,대한제분,음식료품,153000,0,2.59E+11,2019-10-30,-,153000,"30,882",4.95,"443,198",0.35,2500,1.63,1428,NA
536,코스피,102460,이연제약,의약품,15400,150,2.58E+11,2019-10-30,-,15400,81,190.12,"13,329",1.16,500,3.25,2126,NA
537,코스닥,208340,파멥신,제약,37350,-1050,2.58E+11,2019-10-30,-,37350,-,-,"9,521",3.92,0,0,1099,NA
538,코스닥,174900,앱클론,제약,35900,0,2.58E+11,2019-10-30,-,35900,-,-,"2,612",13.74,0,0,1023,NA
539,코스닥,52400,코나아이,IT S/W & SVC,16550,-100,2.58E+11,2019-10-30,-,16550,-,-,"5,892",2.81,0,0,427,NA
540,코스닥,41140,넥슨지티,IT S/W & SVC,7250,60,2.56E+11,2019-10-30,-,7250,-,-,"2,905",2.5,0,0,309,NA
541,코스피,00104K,CJ4우(전환),금융업,60300,-700,2.55E+11,2019-10-30,-,60300,-,-,-,-,NA,NA,1421,NA
542,코스닥,89600,나스미디어,기타서비스,29100,100,2.55E+11,2019-10-30,-,29100,"2,161",13.47,"15,088",1.93,530,1.82,735,NA
543,코스닥,104480,티케이케미칼,화학,2795,-55,2.54E+11,2019-10-30,-,2795,329,8.5,"2,856",0.98,0,0,840,NA
544,코스닥,230240,에치에프알,일반전기전자,21200,-450,2.54E+11,2019-10-30,-,21200,-,-,"6,730",3.15,0,0,1179,NA
545,코스피,36530,S&T홀딩스,금융업,15550,900,2.54E+11,2019-10-30,-,15550,"1,701",9.14,"40,395",0.38,400,2.57,1993,NA
546,코스피,16590,신대양제지,종이목재,62900,-300,2.53E+11,2019-10-30,-,62900,"19,674",3.2,"90,415",0.7,750,1.19,1878,NA
547,코스피,195870,해성디에스,전기전자,14900,-200,2.53E+11,2019-10-30,-,14900,"1,226",12.15,"11,549",1.29,300,2.01,2192,NA
548,코스닥,39560,다산네트웍스,IT H/W,8030,-370,2.53E+11,2019-10-30,-,8030,-,-,"4,439",1.81,0,0,294,NA
549,코스피,4380,삼익THK,기계,12050,-500,2.53E+11,2019-10-30,-,12050,875,13.77,"8,955",1.35,300,2.49,1598,NA
550,코스닥,38290,마크로젠,기타서비스,23850,-550,2.53E+11,2019-10-30,-,23850,353,67.56,"11,214",2.13,0,0,272,NA
551,코스닥,176440,에이치엔티,IT H/W,14750,0,2.53E+11,2019-10-30,-,14750,18,819.44,"3,616",4.08,0,0,1026,NA
552,코스피,4700,조광피혁,기타제조,38000,650,2.53E+11,2019-10-30,-,38000,"3,799",10,"35,688",1.06,0,0,1610,NA
553,코스닥,95270,웨이브일렉트로,IT H/W,22950,-300,2.52E+11,2019-10-30,-,22950,-,-,"3,950",5.81,0,0,782,NA
554,코스피,6490,인스코비,통신업,2675,-135,2.51E+11,2019-10-30,-,2675,-,-,344,7.78,0,0,1692,NA
555,코스닥,319660,피에스케이,IT H/W,17000,-400,2.51E+11,2019-10-30,-,17000,-,-,-,-,NA,NA,1345,NA
556,코스닥,183300,코미코,IT H/W,28600,-300,2.51E+11,2019-10-30,-,28600,"3,363",8.5,"10,722",2.67,400,1.4,1039,NA
557,코스닥,220630,해마로푸드서비스,유통,2650,-35,2.51E+11,2019-10-30,-,2650,181,14.64,767,3.46,30,1.13,1146,NA
558,코스피,3560,IHQ,서비스업,1715,-10,2.51E+11,2019-10-30,-,1715,-,-,"1,387",1.24,104,6.06,1564,NA
559,코스닥,67080,대화제약,제약,13750,650,2.51E+11,2019-10-30,-,13750,376,36.57,"4,218",3.26,150,1.09,583,NA
560,코스닥,30520,한글과컴퓨터,IT S/W & SVC,10200,-50,2.49E+11,2019-10-30,-,10200,299,34.11,"8,613",1.18,200,1.96,169,NA
561,코스닥,41190,우리기술투자,금융,2950,-45,2.48E+11,2019-10-30,-,2950,129,22.87,779,3.79,10,0.34,310,NA
562,코스닥,136480,하림,음식료·담배,2850,10,2.48E+11,2019-10-30,-,2850,-,-,"3,405",0.84,0,0,951,NA
563,코스닥,80420,모다이노칩,IT H/W,3095,0,2.47E+11,2019-10-30,-,3095,347,8.92,"4,317",0.72,0,0,671,NA
564,코스피,2030,아세아,서비스업,112500,-3500,2.46E+11,2019-10-30,-,112500,"26,329",4.27,"336,112",0.33,1750,1.56,1484,NA
565,코스피,68400,AJ렌터카,서비스업,11100,-50,2.46E+11,2019-10-30,-,11100,172,64.53,"11,150",1,0,0,2041,NA
566,코스닥,89980,상아프론테크,화학,16050,-300,2.46E+11,2019-10-30,-,16050,854,18.79,"8,358",1.92,160,1,740,NA
567,코스닥,100120,뷰웍스,의료·정밀기기,24500,-400,2.45E+11,2019-10-30,-,24500,"2,095",11.69,"14,077",1.74,300,1.22,814,NA
568,코스피,102260,동성코퍼레이션,서비스업,5390,-30,2.45E+11,2019-10-30,-,5390,-,-,"6,223",0.87,200,3.71,2124,NA
569,코스피,161000,애경유화,화학,7610,-80,2.44E+11,2019-10-30,-,7610,"1,682",4.52,"10,767",0.71,350,4.6,2176,NA
570,코스피,3070,코오롱글로벌,건설업,9520,-130,2.40E+11,2019-10-30,-,9520,569,16.73,"17,342",0.55,100,1.05,1534,NA
571,코스닥,13030,하이록코리아,금속,17600,-350,2.40E+11,2019-10-30,-,17600,848,20.75,"24,637",0.71,500,2.84,61,NA
572,코스닥,49070,인탑스,IT H/W,13900,-200,2.39E+11,2019-10-30,-,13900,"1,314",10.58,"23,429",0.59,200,1.44,389,NA
573,코스피,84690,대상홀딩스,금융업,6600,10,2.39E+11,2019-10-30,-,6600,632,10.44,"14,078",0.47,190,2.88,2081,NA
574,코스닥,40910,아이씨디,IT H/W,13900,-300,2.37E+11,2019-10-30,-,13900,"1,858",7.48,"7,846",1.77,150,1.08,307,NA
575,코스닥,52710,아모텍,IT H/W,24300,-550,2.37E+11,2019-10-30,-,24300,730,33.29,"20,260",1.2,0,0,432,NA
576,코스닥,140860,파크시스템스,의료·정밀기기,35500,0,2.37E+11,2019-10-30,-,35500,844,42.06,"5,434",6.53,100,0.28,969,NA
577,코스피,11760,현대상사,유통업,17850,-200,2.36E+11,2019-10-30,-,17850,-,-,"23,039",0.77,600,3.36,1816,NA
578,코스닥,73110,엘엠에스,IT H/W,26500,1850,2.36E+11,2019-10-30,-,26500,881,30.08,"13,267",2,150,0.57,628,NA
579,코스피,1940,KISCO홀딩스,철강금속,12750,50,2.36E+11,2019-10-30,-,12750,"1,658",7.69,"42,154",0.3,280,2.2,1481,NA
580,코스닥,63570,한국전자금융,통신방송서비스,6870,260,2.35E+11,2019-10-30,-,6870,702,9.79,"4,546",1.51,110,1.6,528,NA
581,코스닥,35890,서희건설,건설,1125,-5,2.33E+11,2019-10-30,-,1125,208,5.41,"1,617",0.7,15,1.33,230,NA
582,코스피,92230,KPX홀딩스,화학,55100,-200,2.33E+11,2019-10-30,-,55100,901,61.15,"143,401",0.38,2600,4.72,2102,NA
583,코스피,970,한국주철관,철강금속,10200,-150,2.33E+11,2019-10-30,-,10200,305,33.44,"11,481",0.89,200,1.96,1416,NA
584,코스닥,36630,세종텔레콤,통신방송서비스,387,-4,2.32E+11,2019-10-30,-,387,-,-,553,0.7,0,0,247,NA
585,코스피,5390,신성통상,유통업,1615,15,2.32E+11,2019-10-30,-,1615,52,31.06,"1,602",1.01,0,0,1645,NA
586,코스피,91810,티웨이항공,운수창고업,4930,-80,2.32E+11,2019-10-30,-,4930,946,5.21,"4,805",1.03,0,0,2099,NA
587,코스닥,243840,신흥에스이씨,IT H/W,35300,0,2.31E+11,2019-10-30,-,35300,"1,468",24.05,"12,812",2.76,150,0.42,1208,NA
588,코스피,4710,한솔테크닉스,전기전자,7200,-270,2.31E+11,2019-10-30,-,7200,-,-,"8,394",0.86,0,0,1611,NA
589,코스닥,67990,도이치모터스,유통,8210,-330,2.30E+11,2019-10-30,-,8210,"1,328",6.18,"6,837",1.2,0,0,596,NA
590,코스닥,19210,와이지-원,금속,7540,-130,2.30E+11,2019-10-30,-,7540,717,10.52,"10,518",0.72,200,2.65,95,NA
591,코스피,136490,선진,음식료품,9670,60,2.30E+11,2019-10-30,-,9670,754,12.82,"13,312",0.73,50,0.52,2161,NA
592,코스피,272550,삼양패키징,화학,16050,250,2.28E+11,2019-10-30,-,16050,"1,507",10.65,"18,679",0.86,500,3.12,2223,NA
593,코스피,3120,일성신약,의약품,85500,-400,2.27E+11,2019-10-30,-,85500,"2,192",39.01,"121,930",0.7,750,0.88,1538,NA
594,코스닥,222800,심텍,IT H/W,9980,-320,2.27E+11,2019-10-30,-,9980,208,47.98,"8,739",1.14,160,1.6,1154,NA
595,코스닥,54780,키이스트,오락·문화,2660,10,2.27E+11,2019-10-30,-,2660,-,-,602,4.42,0,0,472,NA
596,코스피,15860,일진홀딩스,금융업,4590,-180,2.27E+11,2019-10-30,-,4590,-,-,"5,493",0.84,70,1.53,1870,NA
597,코스피,7810,코리아써키트,전기전자,9580,-120,2.26E+11,2019-10-30,-,9580,-,-,"12,117",0.79,0,0,1722,NA
598,코스닥,42520,한스바이오메드,제약,22850,0,2.26E+11,2019-10-30,-,22850,417,54.8,"6,625",3.45,100,0.44,328,NA
599,코스닥,92130,이크레더블,기타서비스,18750,100,2.26E+11,2019-10-30,-,18750,"1,040",18.03,"3,996",4.69,670,3.57,759,NA
600,코스피,15360,예스코홀딩스,금융업,37600,-300,2.26E+11,2019-10-30,-,37600,"1,625",23.14,"97,699",0.38,1500,3.99,1866,NA
601,코스피,28100,동아지질,건설업,19550,-50,2.25E+11,2019-10-30,-,19550,"1,658",11.79,"15,197",1.29,200,1.02,1948,NA
602,코스피,229640,LS전선아시아,금융업,7330,70,2.24E+11,2019-10-30,-,7330,323,22.69,"4,078",1.8,160,2.18,2205,NA
603,코스닥,110790,크리스에프앤씨,섬유·의류,19150,150,2.24E+11,2019-10-30,-,19150,"3,160",6.06,"17,486",1.1,280,1.46,864,NA
604,코스닥,282880,코윈테크,기계·장비,24600,-700,2.24E+11,2019-10-30,-,24600,"1,477",16.66,"3,018",8.15,50,0.2,1282,NA
605,코스피,1270,부국증권,금융업,21600,550,2.24E+11,2019-10-30,-,21600,"3,194",6.76,"34,534",0.63,1200,5.56,1435,NA
606,코스닥,78150,HB테크놀러지,기계·장비,2835,-55,2.24E+11,2019-10-30,-,2835,88,32.22,"1,960",1.45,20,0.71,647,NA
607,코스닥,67390,아스트,운송장비·부품,8720,-250,2.24E+11,2019-10-30,-,8720,235,37.11,"6,040",1.44,0,0,589,NA
608,코스닥,52260,SK바이오랜드,화학,14900,-550,2.24E+11,2019-10-30,-,14900,"1,003",14.86,"9,927",1.5,300,2.01,424,NA
609,코스닥,36030,KTH,유통,6240,10,2.23E+11,2019-10-30,-,6240,25,249.6,"5,793",1.08,0,0,234,NA
610,코스닥,200670,휴메딕스,제약,22200,-150,2.21E+11,2019-10-30,-,22200,966,22.98,"10,262",2.16,600,2.7,1078,NA
611,코스피,430,대원강업,운수장비,3565,-15,2.21E+11,2019-10-30,-,3565,281,12.69,"7,509",0.47,115,3.23,1389,NA
612,코스피,2020,코오롱,금융업,17500,-150,2.21E+11,2019-10-30,-,17500,106,165.09,"52,100",0.34,500,2.86,1482,NA
613,코스피,26890,디피씨,전기전자,5300,-110,2.21E+11,2019-10-30,-,5300,303,17.49,"3,490",1.52,70,1.32,1940,NA
614,코스닥,23900,풍국주정,음식료·담배,17500,-500,2.21E+11,2019-10-30,-,17500,831,21.06,"10,184",1.72,200,1.14,128,NA
615,코스피,4360,세방,운수창고업,11400,100,2.20E+11,2019-10-30,-,11400,"1,908",5.97,"35,378",0.32,175,1.54,1595,NA
616,코스피,267260,현대일렉트릭,전기전자,10800,-50,2.20E+11,2019-10-30,-,10800,-,-,"41,804",0.26,0,0,2215,NA
617,코스닥,226950,올릭스,기타서비스,33750,-500,2.20E+11,2019-10-30,-,33750,-,-,"8,447",4,0,0,1171,NA
618,코스피,101530,해태제과식품,음식료품,7490,-50,2.18E+11,2019-10-30,-,7490,92,81.41,"9,832",0.76,150,2,2123,NA
619,코스닥,31330,에스에이엠티,유통,2170,10,2.17E+11,2019-10-30,-,2170,321,6.76,"2,142",1.01,130,5.99,173,NA
620,코스닥,109740,디에스케이,기계·장비,10650,-100,2.17E+11,2019-10-30,-,10650,980,10.87,"5,191",2.05,0,0,859,NA
621,코스닥,67280,멀티캠퍼스,IT S/W & SVC,36550,-1450,2.17E+11,2019-10-30,-,36550,"2,946",12.41,"16,056",2.28,500,1.37,586,NA
622,코스피,20,동화약품,의약품,7730,-130,2.16E+11,2019-10-30,-,7730,365,21.18,"10,636",0.73,120,1.55,1359,NA
623,코스닥,299660,셀리드,기타서비스,22500,-450,2.15E+11,2019-10-30,-,22500,-,-,"1,644",13.69,0,0,1306,NA
624,코스피,104700,한국철강,철강금속,4650,-100,2.14E+11,2019-10-30,-,4650,264,17.61,"15,575",0.3,200,4.3,2130,NA
625,코스닥,228670,레이,의료·정밀기기,32150,-350,2.14E+11,2019-10-30,-,32150,960,33.49,"4,673",6.88,0,0,1176,NA
626,코스피,7110,일신석재,유통업,2760,-90,2.14E+11,2019-10-30,-,2760,5,552,659,4.19,0,0,1705,NA
627,코스피,9160,SIMPAC,기계,3265,15,2.14E+11,2019-10-30,-,3265,"1,678",1.95,"6,649",0.49,60,1.84,1751,NA
628,코스닥,159580,제로투세븐,유통,10650,660,2.13E+11,2019-10-30,-,10650,-,-,"3,160",3.37,0,0,1004,NA
629,코스닥,86980,쇼박스,오락·문화,3400,85,2.13E+11,2019-10-30,-,3400,70,48.57,"2,248",1.51,50,1.47,719,NA
630,코스닥,89030,테크윙,IT H/W,11000,-700,2.13E+11,2019-10-30,-,11000,"1,091",10.08,"8,686",1.27,230,2.09,730,NA
631,코스닥,44490,태웅,금속,10600,-250,2.12E+11,2019-10-30,-,10600,-,-,"30,137",0.35,0,0,349,NA
632,코스닥,43610,지니뮤직,IT S/W & SVC,3635,-5,2.11E+11,2019-10-30,-,3635,116,31.34,"2,502",1.45,0,0,341,NA
633,코스닥,45100,한양이엔지,기타서비스,11700,-100,2.11E+11,2019-10-30,-,11700,"4,359",2.68,"16,968",0.69,400,3.42,353,NA
634,코스피,68290,삼성출판사,서비스업,21050,950,2.11E+11,2019-10-30,-,21050,33,637.88,"8,686",2.42,100,0.48,2040,NA
635,코스닥,85370,루트로닉,의료·정밀기기,8170,-130,2.09E+11,2019-10-30,-,8170,-,-,"5,003",1.63,0,0,702,NA
636,코스닥,214180,민앤지,IT S/W & SVC,16350,-200,2.07E+11,2019-10-30,-,16350,"1,074",15.22,"7,545",2.17,260,1.59,1110,NA
637,코스닥,9520,포스코엠텍,금속,4975,-125,2.07E+11,2019-10-30,-,4975,339,14.68,"2,119",2.35,80,1.61,44,NA
638,코스닥,54950,제이브이엠,기계·장비,32700,0,2.07E+11,2019-10-30,-,32700,"1,353",24.17,"19,455",1.68,350,1.07,477,NA
639,코스닥,25320,시노펙스,IT H/W,2920,-55,2.06E+11,2019-10-30,-,2920,10,292,976,2.99,0,0,142,NA
640,코스닥,43370,평화정공,운송장비·부품,9810,90,2.06E+11,2019-10-30,-,9810,"2,135",4.59,"25,862",0.38,160,1.63,339,NA
641,코스닥,54050,농우바이오,농림업,12800,-50,2.05E+11,2019-10-30,-,12800,"1,850",6.92,"14,207",0.9,350,2.73,459,NA
642,코스닥,11040,경동제약,제약,7700,10,2.04E+11,2019-10-30,-,7700,222,34.68,"7,974",0.97,300,3.9,52,NA
643,코스닥,64260,다날,IT S/W & SVC,3305,-100,2.04E+11,2019-10-30,-,3305,52,63.56,"2,809",1.18,0,0,532,NA
644,코스닥,191420,테고사이언스,제약,25200,-300,2.04E+11,2019-10-30,-,25200,-,-,"5,781",4.36,0,0,1055,NA
645,코스닥,201490,미투온,IT S/W & SVC,6500,190,2.03E+11,2019-10-30,-,6500,345,18.84,"2,219",2.93,0,0,1081,NA
646,코스닥,87010,펩트론,제약,13250,-250,2.03E+11,2019-10-30,-,13250,-,-,"2,943",4.5,0,0,720,NA
647,코스피,1200,유진투자증권,금융업,2095,-5,2.03E+11,2019-10-30,-,2095,480,4.36,"7,760",0.27,60,2.86,1430,NA
648,코스닥,115180,큐리언트,기타서비스,23600,-950,2.03E+11,2019-10-30,-,23600,-,-,"4,074",5.79,0,0,879,NA
649,코스닥,207760,미스터블루,IT S/W & SVC,8230,1180,2.02E+11,2019-10-30,-,8230,113,72.83,"1,309",6.29,20,0.24,1097,NA
650,코스닥,18120,진로발효,음식료·담배,30400,-100,2.01E+11,2019-10-30,-,30400,"1,875",16.21,"13,385",2.27,1200,3.95,88,NA
651,코스피,540,흥국화재,금융업,3115,5,2.00E+11,2019-10-30,-,3115,695,4.48,"10,466",0.3,0,0,1394,NA
652,코스피,79980,휴비스,화학,5800,-100,2.00E+11,2019-10-30,-,5800,561,10.34,"11,745",0.49,300,5.17,2072,NA
653,코스피,3570,S&T중공업,운수장비,6010,-90,2.00E+11,2019-10-30,-,6010,716,8.39,"18,284",0.33,200,3.33,1565,NA
654,코스닥,206640,바디텍메드,제약,8490,-180,1.99E+11,2019-10-30,-,8490,-,-,"2,790",3.04,50,0.59,1095,NA
655,코스닥,63080,게임빌,IT S/W & SVC,30200,-850,1.99E+11,2019-10-30,-,30200,-,-,"35,689",0.85,0,0,525,NA
656,코스피,214390,경보제약,의약품,8320,20,1.99E+11,2019-10-30,-,8320,549,15.15,"6,233",1.33,200,2.4,2201,NA
657,코스닥,123040,엠에스오토텍,운송장비·부품,5980,-70,1.99E+11,2019-10-30,-,5980,129,46.36,"3,031",1.97,50,0.84,912,NA
658,코스닥,234690,녹십자웰빙,제약,11200,-200,1.99E+11,2019-10-30,-,11200,431,25.99,"2,191",5.11,75,0.67,1186,NA
659,코스닥,138690,엘아이에스,IT H/W,12400,0,1.99E+11,2019-10-30,-,12400,9,"1,377.78","2,320",5.34,0,0,962,NA
660,코스닥,245620,EDGC,기타서비스,5490,-10,1.99E+11,2019-10-30,-,5490,-,-,"1,235",4.45,0,0,1210,NA
661,코스닥,206560,덱스터,오락·문화,8040,130,1.98E+11,2019-10-30,-,8040,121,66.45,"2,564",3.14,0,0,1094,NA
662,코스피,3030,세아제강지주,금융업,47750,-900,1.98E+11,2019-10-30,-,47750,"65,799",0.73,"227,270",0.21,1800,3.77,1532,NA
663,코스피,1360,삼성제약,의약품,3370,145,1.98E+11,2019-10-30,-,3370,-,-,"2,261",1.49,0,0,1442,NA
664,코스닥,89010,켐트로닉스,화학,14200,-500,1.97E+11,2019-10-30,-,14200,88,161.36,"5,700",2.49,0,0,729,NA
665,코스피,194370,제이에스코퍼레이션,기타제조,14800,-50,1.97E+11,2019-10-30,-,14800,457,32.39,"11,633",1.27,450,3.04,2191,NA
666,코스피,4980,성신양회,비금속광물,8050,-140,1.97E+11,2019-10-30,-,8050,669,12.03,"15,319",0.53,150,1.86,1624,NA
667,코스닥,65530,전파기지국,통신방송서비스,3720,-50,1.97E+11,2019-10-30,-,3720,22,169.09,"1,321",2.82,50,1.34,554,NA
668,코스닥,43220,에이치엘비파워,기계·장비,3020,-170,1.97E+11,2019-10-30,관리종목,3020,-,-,288,10.49,0,0,334,NA
669,코스피,4060,SG세계물산,유통업,967,-13,1.96E+11,2019-10-30,-,967,33,29.3,973,0.99,0,0,1582,NA
670,코스닥,53610,프로텍,IT H/W,17750,-400,1.95E+11,2019-10-30,-,17750,"2,728",6.51,"16,437",1.08,300,1.69,451,NA
671,코스피,7160,사조산업,어업,39000,0,1.95E+11,2019-10-30,-,39000,"7,202",5.42,"83,527",0.47,250,0.64,1707,NA
672,코스피,95570,AJ네트웍스,서비스업,4160,-10,1.95E+11,2019-10-30,-,4160,"1,124",3.7,"7,231",0.58,100,2.4,2110,NA
673,코스피,9190,대양금속,철강금속,15800,700,1.95E+11,2019-10-30,-,15800,401,39.4,"1,206",13.1,0,0,1753,NA
674,코스피,13580,계룡건설,건설업,21750,150,1.94E+11,2019-10-30,-,21750,"10,423",2.09,"43,825",0.5,500,2.3,1842,NA
675,코스닥,251970,펌텍코리아,화학,15650,650,1.94E+11,2019-10-30,-,15650,"2,134",7.33,"6,744",2.32,0,0,1221,NA
676,코스닥,52330,코텍,IT H/W,12450,-250,1.94E+11,2019-10-30,-,12450,"2,357",5.28,"18,607",0.67,400,3.21,426,NA
677,코스닥,57500,SKC 솔믹스,IT H/W,3145,-30,1.93E+11,2019-10-30,-,3145,399,7.88,"1,551",2.03,0,0,486,NA
678,코스피,1250,GS글로벌,유통업,2340,-20,1.93E+11,2019-10-30,-,2340,249,9.4,"4,636",0.5,25,1.07,1433,NA
679,코스피,4970,신라교역,어업,12050,-200,1.93E+11,2019-10-30,-,12050,"2,525",4.77,"31,862",0.38,500,4.15,1623,NA
680,코스피,75580,세진중공업,운수장비,5010,-50,1.92E+11,2019-10-30,-,5010,46,108.91,"4,048",1.24,20,0.4,2061,NA
681,코스피,680,LS네트웍스,유통업,2435,0,1.92E+11,2019-10-30,-,2435,222,10.97,"8,096",0.3,0,0,1402,NA
682,코스닥,101490,에스앤에스텍,IT H/W,9720,-430,1.92E+11,2019-10-30,-,9720,236,41.19,"4,037",2.41,50,0.51,827,NA
683,코스닥,215360,우리산업,운송장비·부품,20900,-400,1.91E+11,2019-10-30,-,20900,"1,338",15.62,"11,913",1.75,100,0.48,1122,NA
684,코스닥,16250,이테크건설,건설,68100,-3100,1.91E+11,2019-10-30,-,68100,"13,248",5.14,"101,364",0.67,1000,1.47,77,NA
685,코스닥,228850,레이언스,의료·정밀기기,11450,-150,1.90E+11,2019-10-30,-,11450,984,11.64,"10,962",1.04,100,0.87,1178,NA
686,코스닥,123420,선데이토즈,IT S/W & SVC,19800,-500,1.89E+11,2019-10-30,-,19800,"1,060",18.68,"14,313",1.38,0,0,916,NA
687,코스피,4150,한솔홀딩스,금융업,4010,-45,1.89E+11,2019-10-30,-,4010,-,-,"8,673",0.46,0,0,1588,NA
688,코스닥,60280,큐렉소,유통,5670,90,1.89E+11,2019-10-30,-,5670,-,-,"2,099",2.7,0,0,509,NA
689,코스피,33240,자화전자,전기전자,10550,-450,1.89E+11,2019-10-30,-,10550,-,-,"15,473",0.68,200,1.9,1969,NA
690,코스피,267850,아시아나IDT,서비스업,16950,300,1.88E+11,2019-10-30,-,16950,"1,542",10.99,"13,924",1.22,500,2.95,2218,NA
691,코스피,29460,케이씨,의료정밀,13850,-700,1.88E+11,2019-10-30,-,13850,"15,646",0.89,"26,927",0.51,220,1.59,1952,NA
692,코스피,77500,유니퀘스트,유통업,6890,-20,1.88E+11,2019-10-30,-,6890,449,15.35,"6,917",1,100,1.45,2062,NA
693,코스피,214420,토니모리,화학,10600,550,1.87E+11,2019-10-30,-,10600,-,-,"5,966",1.78,100,0.94,2202,NA
694,코스닥,23910,대한약품,제약,31150,100,1.87E+11,2019-10-30,-,31150,"4,753",6.55,"23,394",1.33,300,0.96,129,NA
695,코스닥,45520,크린앤사이언스,기계·장비,28700,-700,1.87E+11,2019-10-30,-,28700,"1,098",26.14,"5,649",5.08,150,0.52,358,NA
